image,centroids
13_thumbnail11.bmp,"[(1714.5, 445.5), (255.1, 416.9), (378.5, 433.6), (901.0, 450.9), (1873.7, 444.2), (1560.5, 456.8), (228.7, 451.0), (1267.4, 442.4), (1232.2, 455.9), (1384.7, 462.5), (564.3, 446.8), (725.7, 460.1), (1042.7, 477.0), (542.3, 462.4), (448.6, 477.0), (1442.1, 469.9), (1907.4, 483.0), (342.0, 470.5), (936.5, 478.0), (521.3, 478.1), (735.4, 515.1), (1933.7, 494.3), (316.8, 489.5), (532.6, 499.6), (547.1, 503.8), (1230.2, 516.3), (1358.0, 502.5), (1349.7, 514.8), (225.0, 589.2), (378.7, 587.7), (1875.1, 591.5), (1707.4, 592.4), (1315.7, 594.5), (1530.2, 642.1), (889.1, 620.6), (1054.9, 617.3), (1115.6, 610.6), (1098.4, 606.1), (1379.5, 618.5), (713.7, 626.0), (1206.8, 626.3), (540.2, 643.7), (1730.3, 626.5), (937.1, 646.0), (951.5, 643.0), (1250.0, 643.0), (758.0, 666.0), (1401.5, 651.0), (201.9, 662.1), (955.2, 663.0), (1414.0, 666.0), (1197.6, 692.2), (367.0, 705.7), (390.1, 761.8), (870.2, 777.7), (1378.8, 785.1), (1862.0, 783.2), (544.5, 789.0), (1612.4, 748.1), (716.9, 784.1), (1174.7, 788.6), (1540.9, 788.6), (209.0, 806.9), (1690.2, 806.1), (413.0, 780.9), (1049.8, 817.8), (1745.9, 790.2), (1497.2, 806.6), (247.9, 921.0), (1078.3, 927.8), (851.1, 940.0), (717.4, 938.1), (394.0, 967.1), (1235.1, 967.2), (106.6, 920.3), (1711.6, 949.3), (1387.9, 949.5), (522.9, 968.1), (1530.5, 971.9), (1860.2, 999.6), (1020.4, 986.4), (1503.0, 1013.3), (928.0, 1055.2), (1053.1, 1054.2), (1497.1, 1059.8)]"
13_thumbnail12.bmp,"[(1391.9, 432.9), (1553.6, 443.5), (888.4, 436.3), (1895.2, 447.5), (1070.5, 464.2), (1722.1, 452.3), (1228.0, 453.6), (800.4, 457.4), (744.0, 463.3), (391.6, 452.8), (554.8, 455.3), (224.5, 468.4), (406.8, 494.8), (360.5, 482.3), (570.0, 479.3), (1653.6, 484.4), (453.2, 497.3), (605.6, 488.5), (257.6, 505.4), (1411.0, 494.1), (316.8, 504.0), (1427.4, 502.0), (900.6, 591.8), (1044.2, 595.7), (744.6, 603.4), (1216.7, 705.8), (1708.5, 606.1), (1374.6, 658.6), (391.7, 620.4), (1538.0, 632.0), (235.6, 634.7), (307.1, 632.0), (1663.1, 622.8), (579.1, 642.6), (1841.5, 632.5), (1677.0, 622.0), (363.8, 625.2), (187.7, 630.4), (203.6, 629.7), (1588.0, 683.1), (518.0, 676.4), (204.2, 781.9), (365.7, 720.0), (894.4, 785.7), (1550.5, 786.2), (1000.0, 768.4), (1609.0, 766.0), (1852.6, 778.8), (719.4, 798.2), (383.2, 795.2), (543.3, 795.3), (1690.4, 804.0), (1026.6, 825.7), (1002.5, 788.5), (1890.0, 803.0), (1370.9, 807.2), (1431.0, 801.5), (1420.5, 815.0), (1495.5, 821.6), (1696.7, 958.9), (880.4, 924.9), (711.8, 947.7), (1219.6, 955.0), (540.3, 937.0), (1555.6, 936.5), (1351.9, 940.5), (1383.3, 930.0), (106.1, 935.1), (408.0, 954.9), (326.7, 953.1), (1818.3, 957.7), (1379.1, 964.7), (258.1, 990.0), (1079.5, 998.9), (1418.5, 959.0), (1558.3, 1011.0), (1848.5, 983.5), (1502.6, 1027.4), (928.0, 1069.0), (1052.9, 1068.3), (1497.0, 1073.4)]"
13_thumbnail13.bmp,"[(1714.0, 126.0), (1392.2, 129.9), (898.1, 142.8), (1230.1, 131.5), (391.4, 125.2), (1047.8, 139.2), (1570.7, 151.2), (313.6, 142.3), (334.3, 140.8), (1267.0, 143.3), (565.8, 159.7), (234.8, 158.7), (739.0, 159.6), (351.7, 142.8), (634.3, 161.6), (1876.2, 162.9), (202.4, 175.4), (187.5, 173.0), (453.1, 185.2), (1191.1, 182.4), (316.9, 191.1), (692.4, 201.7), (1080.4, 193.6), (1065.5, 194.5), (1523.0, 195.0), (1857.2, 210.2), (1082.9, 207.8), (571.5, 276.1), (1872.9, 286.1), (1384.4, 295.3), (723.2, 303.4), (900.1, 326.4), (1225.4, 306.9), (1559.4, 300.3), (214.0, 277.0), (1679.0, 288.0), (372.4, 311.8), (1724.2, 315.1), (332.3, 299.1), (1050.7, 315.9), (1687.4, 304.7), (1842.1, 312.4), (234.9, 347.9), (1356.4, 330.6), (1338.3, 342.9), (1324.2, 347.8), (1497.5, 357.0), (518.2, 366.8), (1211.2, 449.8), (852.5, 418.8), (366.1, 406.6), (556.0, 442.7), (723.9, 450.2), (1612.2, 448.8), (1074.2, 489.2), (1542.2, 479.9), (856.8, 470.8), (427.9, 499.4), (230.1, 502.2), (937.6, 471.5), (891.6, 484.0), (1394.5, 516.6), (1845.3, 496.9), (1683.7, 505.9), (364.8, 509.0), (1496.8, 508.8), (871.8, 651.3), (378.4, 630.0), (1885.0, 651.8), (758.8, 619.9), (1505.7, 623.2), (242.6, 612.6), (1714.8, 650.5), (607.2, 628.1), (1372.8, 622.3), (105.9, 622.0), (1055.7, 665.9), (547.9, 639.8), (160.8, 648.0), (1422.8, 645.8), (1382.8, 661.4), (1181.1, 683.8), (225.7, 660.7), (558.1, 662.1), (1017.7, 686.2), (1502.8, 714.2), (931.9, 753.6), (1053.1, 754.8), (1497.5, 759.9)]"
13_thumbnail14.bmp,"[(420.2, 143.1), (1383.1, 149.0), (1522.6, 111.1), (1199.9, 143.9), (1813.7, 128.6), (1060.2, 145.1), (703.5, 179.2), (211.5, 149.1), (1730.4, 159.0), (1534.1, 155.8), (891.9, 160.2), (1861.6, 152.1), (1266.4, 143.3), (541.1, 196.1), (992.4, 169.3), (1245.7, 183.3), (226.3, 185.0), (1012.0, 177.0), (316.8, 191.4), (1576.0, 192.0), (1375.1, 297.6), (1502.0, 274.0), (1561.0, 324.7), (589.9, 322.2), (1724.1, 312.1), (760.0, 301.8), (188.8, 337.2), (1896.1, 318.9), (390.8, 332.7), (1055.8, 319.6), (717.9, 326.2), (1213.1, 330.8), (864.5, 339.6), (1261.0, 316.5), (1442.0, 329.1), (1739.5, 371.6), (518.1, 366.8), (1190.0, 392.5), (1698.4, 466.3), (366.1, 407.1), (1864.5, 428.6), (872.8, 471.7), (1553.9, 473.8), (1044.4, 490.9), (1232.3, 485.2), (752.3, 486.8), (596.5, 479.4), (220.9, 490.5), (1362.2, 502.7), (400.6, 482.1), (1860.9, 509.9), (457.4, 491.1), (1522.0, 498.5), (415.5, 509.4), (1492.0, 509.0), (865.0, 514.5), (848.8, 520.2), (422.0, 527.0), (525.3, 596.2), (241.6, 641.2), (1081.9, 569.5), (1865.1, 643.6), (689.2, 610.2), (1192.5, 614.2), (1576.0, 615.0), (1379.9, 639.8), (105.7, 622.1), (1053.0, 644.7), (373.6, 666.4), (874.5, 655.9), (561.2, 638.6), (1697.7, 653.0), (1421.8, 646.6), (218.5, 652.6), (1178.2, 688.6), (1017.6, 685.9), (1502.3, 714.7), (1054.2, 756.0), (1497.4, 760.8), (909.2, 768.6)]"
13_thumbnail15.bmp,"[(1098.0, 74.0), (385.0, 134.3), (1612.2, 150.9), (1389.8, 183.8), (870.6, 160.6), (1077.0, 156.4), (1438.5, 136.5), (1267.2, 143.2), (1857.6, 185.6), (1426.1, 145.3), (709.5, 199.3), (550.7, 181.2), (1204.5, 182.8), (208.9, 183.8), (439.2, 199.7), (1033.1, 200.5), (317.1, 192.1), (1698.4, 199.9), (1717.6, 209.1), (1551.5, 280.7), (736.1, 257.7), (417.9, 297.2), (1240.1, 303.1), (1383.7, 299.8), (1365.0, 273.0), (220.0, 277.0), (752.7, 324.4), (1727.9, 313.4), (543.5, 337.0), (218.9, 324.0), (1057.3, 338.9), (879.6, 344.8), (1876.9, 325.1), (1651.5, 324.0), (1411.3, 345.6), (1643.0, 342.5), (259.6, 353.6), (1871.0, 350.0), (1912.4, 386.6), (1210.5, 363.0), (1432.5, 368.0), (1546.7, 372.6), (1524.0, 374.5), (1191.0, 393.0), (366.6, 406.5), (1880.4, 468.6), (412.2, 492.9), (893.8, 456.0), (1056.1, 490.5), (1609.0, 451.0), (1230.0, 481.6), (1543.5, 502.8), (169.0, 460.9), (1422.3, 492.3), (264.4, 505.8), (566.7, 491.7), (672.0, 507.1), (1687.1, 493.9), (1131.3, 491.9), (1492.0, 508.0), (1394.5, 632.3), (1684.3, 623.9), (247.1, 637.5), (912.5, 646.2), (549.7, 642.7), (106.6, 621.4), (1239.0, 644.6), (750.7, 645.6), (398.3, 664.5), (1072.9, 661.1), (1510.5, 670.9), (1416.0, 649.0), (1902.2, 695.6), (1503.1, 713.8), (1497.3, 760.9), (911.3, 769.4)]"
13_thumbnail16.bmp,"[(572.9, 415.8), (422.7, 401.0), (1034.2, 428.6), (440.5, 405.5), (761.3, 437.5), (253.0, 445.3), (1203.1, 421.5), (378.2, 429.6), (1267.4, 415.4), (1710.8, 452.8), (885.0, 439.3), (1555.6, 469.5), (1137.5, 428.2), (1908.6, 450.2), (1316.2, 437.0), (1374.0, 438.9), (946.3, 449.2), (447.4, 462.7), (614.8, 457.6), (1405.2, 475.3), (316.6, 464.2), (1061.5, 495.0), (1049.3, 504.2), (1706.0, 576.4), (387.7, 575.7), (1944.0, 554.5), (829.2, 561.3), (216.3, 583.6), (874.3, 591.5), (554.6, 584.7), (1888.8, 592.8), (717.0, 634.3), (1049.9, 601.3), (1587.9, 609.3), (1374.6, 617.7), (1238.1, 625.0), (592.8, 607.4), (997.6, 606.4), (615.5, 625.0), (862.6, 639.2), (518.3, 639.4), (202.0, 649.0), (1213.9, 678.0), (1703.2, 738.7), (366.7, 679.2), (725.4, 703.6), (455.3, 727.0), (216.8, 793.0), (666.8, 729.7), (1610.9, 722.5), (720.7, 746.4), (1538.1, 760.2), (929.2, 760.7), (1810.3, 745.9), (1228.9, 780.3), (354.8, 754.2), (1059.6, 758.2), (1889.7, 776.5), (1856.8, 757.9), (1371.2, 810.2), (545.5, 879.4), (1054.8, 909.5), (714.8, 892.9), (1532.8, 907.5), (866.5, 908.4), (1909.3, 888.9), (1197.2, 904.3), (1400.0, 899.8), (1763.2, 901.3), (105.0, 894.8), (400.9, 912.6), (1336.5, 910.8), (1712.8, 925.1), (245.8, 949.0), (1416.0, 922.0), (1017.3, 959.0), (1502.9, 986.9), (1053.8, 1026.6), (1496.9, 1033.1), (909.1, 1040.3)]"
13_thumbnail17.bmp,"[(703.5, 117.7), (244.3, 118.2), (1015.5, 133.6), (409.6, 134.8), (884.3, 140.7), (1565.1, 147.1), (1375.3, 143.9), (561.0, 148.2), (450.0, 140.0), (1267.2, 143.8), (1859.4, 158.3), (1741.0, 185.4), (1223.3, 196.8), (201.3, 158.2), (1326.8, 168.2), (1343.0, 164.0), (447.3, 191.2), (1878.3, 181.5), (979.9, 197.4), (1611.0, 201.1), (316.9, 193.0), (1889.5, 202.1), (1887.3, 229.7), (340.7, 261.4), (1589.4, 303.3), (1167.8, 348.4), (549.0, 315.6), (1876.7, 313.4), (373.2, 303.5), (1027.7, 325.2), (743.7, 324.5), (220.1, 324.5), (1683.9, 325.8), (386.8, 323.6), (1841.1, 320.6), (1356.5, 370.6), (895.9, 366.5), (698.1, 344.7), (546.5, 360.0), (516.9, 365.8), (1192.6, 392.0), (365.0, 408.5), (1252.2, 498.8), (778.2, 448.0), (1720.9, 478.8), (1347.5, 499.6), (1612.0, 448.0), (568.2, 466.3), (1501.1, 476.2), (329.8, 465.8), (1024.0, 493.3), (650.8, 475.1), (1892.9, 489.5), (385.8, 487.2), (701.5, 506.6), (845.6, 513.3), (230.5, 507.5), (1490.0, 509.5), (1861.2, 552.0), (545.0, 626.9), (1820.5, 607.0), (1054.1, 665.0), (106.0, 621.9), (178.5, 640.6), (1373.1, 687.7), (330.0, 649.3), (1833.3, 653.7), (1725.3, 678.8), (735.7, 681.9), (899.2, 657.8), (1211.8, 679.5), (1568.3, 673.8), (390.2, 675.6), (1415.0, 650.5), (853.6, 671.3), (1018.0, 687.5), (1502.3, 715.8), (1054.3, 757.8), (911.1, 770.4), (1492.3, 772.5)]"
13_thumbnail18.bmp,"[(888.1, 337.8), (1088.9, 301.9), (999.1, 295.5), (553.4, 333.6), (1037.2, 325.4), (1385.5, 338.1), (847.3, 305.3), (241.3, 355.0), (1861.8, 343.2), (754.7, 339.5), (1170.1, 355.5), (1268.0, 341.0), (406.1, 376.1), (1522.4, 401.1), (1671.1, 373.1), (1798.4, 375.8), (447.7, 388.5), (1576.7, 382.6), (317.4, 389.7), (1682.1, 402.4), (389.4, 403.4), (1165.7, 455.5), (1040.9, 490.5), (426.6, 491.4), (1716.8, 474.4), (217.8, 509.2), (1877.1, 501.7), (710.8, 536.7), (1701.6, 507.2), (1196.0, 486.0), (558.7, 510.2), (1226.9, 510.1), (1302.2, 514.4), (864.1, 597.8), (1368.7, 524.4), (1561.4, 603.7), (516.7, 563.3), (1191.0, 589.0), (1040.8, 616.1), (722.2, 645.8), (403.4, 644.9), (365.7, 605.7), (597.5, 630.2), (779.4, 644.2), (1612.3, 647.1), (572.3, 701.9), (205.6, 691.0), (1050.6, 693.6), (1387.9, 683.6), (1168.5, 707.2), (1876.4, 720.8), (237.9, 681.3), (1358.7, 681.6), (1710.0, 708.5), (1320.8, 714.3), (1488.7, 706.2), (1249.4, 724.1), (1736.3, 728.3), (1701.6, 791.9), (241.9, 807.0), (384.9, 824.9), (1557.7, 828.0), (1877.5, 813.7), (888.0, 845.5), (106.0, 819.3), (581.1, 839.2), (767.5, 834.7), (1231.8, 850.0), (1055.7, 852.8), (1744.3, 872.6), (1405.3, 856.3), (726.0, 873.7), (395.9, 861.8), (1017.2, 884.5), (1501.5, 913.2), (1055.2, 953.7), (910.8, 967.1), (1492.5, 969.6)]"
13_thumbnail19.bmp,"[(1044.4, 393.8), (230.4, 467.1), (908.2, 422.2), (743.4, 465.8), (1874.6, 462.2), (355.4, 452.3), (1712.3, 471.4), (1559.5, 490.3), (547.0, 466.0), (903.7, 484.4), (1267.1, 453.5), (1049.3, 462.4), (1209.8, 512.3), (573.0, 471.0), (1410.1, 500.1), (446.8, 497.3), (589.0, 490.0), (1224.7, 494.3), (1069.0, 499.0), (315.5, 501.7), (1713.3, 541.1), (748.8, 606.9), (299.0, 586.0), (1045.4, 628.1), (1558.7, 628.9), (1721.5, 622.1), (555.0, 627.5), (393.8, 646.0), (1363.6, 629.4), (1860.2, 643.0), (235.6, 657.8), (892.7, 654.6), (1218.3, 653.4), (1157.5, 624.5), (691.1, 638.7), (1175.5, 633.5), (516.5, 676.0), (1190.0, 702.5), (364.5, 716.6), (551.3, 792.8), (1902.6, 768.9), (1572.4, 800.7), (779.8, 755.4), (376.1, 778.2), (1117.5, 778.2), (1613.6, 758.4), (1007.0, 762.0), (217.4, 807.4), (866.6, 818.0), (1720.5, 795.4), (1378.7, 803.8), (717.2, 803.1), (1225.2, 821.6), (367.0, 816.5), (1682.0, 815.5), (347.6, 817.1), (1486.0, 820.3), (1873.3, 836.2), (721.2, 952.5), (541.4, 944.5), (1050.3, 960.0), (330.2, 933.9), (1266.8, 939.5), (106.5, 931.8), (1379.9, 985.9), (1882.3, 962.9), (216.7, 985.2), (389.1, 961.6), (908.7, 959.3), (1707.3, 964.2), (1201.3, 965.4), (1414.0, 959.0), (1564.2, 998.2), (1016.5, 997.8), (1502.3, 1024.9), (910.9, 1079.9), (1492.3, 1081.5)]"
13_thumbnail2.bmp,"[(719.8, 147.2), (341.1, 176.8), (275.2, 118.5), (1636.2, 122.4), (235.7, 151.8), (1197.6, 149.5), (1269.0, 131.0), (877.3, 140.5), (1879.7, 147.2), (533.0, 137.6), (1713.4, 158.1), (1327.4, 167.6), (1032.0, 182.7), (553.1, 161.3), (1534.5, 198.3), (902.8, 174.4), (584.3, 193.5), (1177.5, 195.6), (202.1, 187.5), (675.3, 197.1), (1165.6, 206.7), (910.5, 246.4), (1732.2, 277.5), (1056.3, 290.4), (672.2, 271.9), (371.0, 291.6), (1876.0, 324.2), (876.5, 303.8), (243.5, 312.1), (1582.2, 317.1), (829.0, 298.0), (809.6, 296.4), (554.5, 375.6), (1186.2, 332.8), (1356.3, 358.1), (312.9, 330.3), (652.4, 327.4), (349.5, 331.0), (336.0, 338.1), (628.3, 339.2), (202.0, 355.0), (1213.2, 366.9), (377.4, 433.4), (1315.8, 390.7), (1216.5, 447.9), (707.6, 481.9), (1378.7, 482.6), (1613.7, 451.5), (272.1, 475.2), (888.7, 484.5), (1883.3, 518.7), (1548.1, 509.3), (557.0, 496.2), (1699.8, 527.7), (1016.3, 525.0), (1211.4, 503.9), (878.4, 579.6), (202.1, 526.4), (1080.0, 540.0), (214.0, 608.9), (727.1, 618.2), (350.3, 620.0), (595.6, 592.8), (1728.9, 659.6), (1836.1, 648.2), (1579.9, 671.2), (106.8, 621.0), (574.1, 649.8), (1406.8, 658.5), (1019.4, 681.6), (1223.3, 691.7), (670.0, 672.2), (1019.5, 689.1), (1496.2, 726.5), (921.5, 749.2), (1054.6, 755.4)]"
13_thumbnail20.bmp,"[(727.6, 448.0), (908.0, 446.2), (1586.9, 455.3), (1438.9, 434.6), (559.7, 466.6), (1250.6, 482.4), (1877.4, 474.3), (304.4, 461.0), (1072.3, 470.7), (1703.8, 473.7), (1402.9, 480.6), (236.4, 476.0), (1272.9, 466.7), (172.5, 479.5), (387.9, 488.4), (1760.1, 490.0), (144.7, 483.2), (982.8, 493.9), (1526.0, 497.0), (362.7, 523.5), (447.1, 511.5), (316.8, 516.5), (232.1, 604.5), (709.4, 614.8), (891.3, 632.5), (1697.6, 634.5), (404.6, 638.2), (1548.2, 633.8), (550.0, 639.3), (1882.8, 666.2), (1372.2, 663.7), (1047.7, 652.8), (1219.6, 652.1), (1848.0, 630.0), (275.7, 650.5), (1743.4, 641.6), (516.6, 690.0), (1190.0, 716.0), (364.6, 731.0), (1206.3, 800.6), (367.0, 749.5), (592.3, 782.5), (779.9, 769.6), (404.9, 784.7), (716.9, 802.3), (215.0, 801.9), (867.3, 797.6), (1611.5, 773.0), (1046.3, 848.6), (1712.5, 828.2), (1387.5, 808.7), (1903.8, 843.1), (1553.4, 838.2), (506.5, 818.5), (1342.0, 825.0), (1621.0, 825.5), (1485.0, 834.0), (1345.5, 836.5), (215.9, 950.2), (405.8, 904.3), (1187.4, 922.5), (1852.2, 964.4), (882.1, 955.4), (575.0, 953.2), (391.5, 965.5), (1597.6, 944.3), (1697.3, 979.6), (1559.0, 965.5), (106.0, 946.1), (726.6, 975.7), (1040.5, 979.8), (1206.2, 989.2), (1359.8, 983.8), (1435.4, 984.3), (1016.5, 1012.5), (1502.2, 1039.2), (1053.4, 1079.1), (909.4, 1093.3), (1492.0, 1095.4)]"
13_thumbnail21.bmp,"[(914.1, 429.9), (1210.0, 495.2), (1153.5, 441.0), (1885.4, 478.7), (716.3, 475.2), (407.2, 471.4), (331.5, 457.0), (1041.9, 490.9), (1708.8, 489.5), (1551.1, 497.9), (217.4, 501.1), (546.1, 516.6), (885.9, 491.7), (1273.9, 479.0), (1389.2, 514.2), (342.8, 506.9), (447.4, 524.2), (316.8, 528.1), (1037.0, 550.0), (557.5, 610.5), (1707.3, 653.6), (1876.1, 653.5), (1224.3, 647.0), (530.6, 668.8), (712.6, 654.0), (1091.0, 651.6), (1038.1, 657.3), (1387.3, 674.3), (220.6, 663.7), (1556.5, 661.5), (396.1, 663.0), (880.2, 700.0), (1497.6, 674.5), (347.3, 688.3), (333.0, 690.2), (1190.6, 727.6), (778.3, 750.2), (365.4, 743.7), (1548.5, 784.7), (1651.6, 779.3), (891.8, 812.7), (1058.0, 841.9), (1881.1, 819.2), (1608.7, 787.8), (238.0, 811.7), (507.3, 805.9), (396.1, 821.0), (1370.2, 827.6), (1220.5, 827.6), (1657.6, 805.8), (565.3, 831.8), (1727.1, 833.3), (717.7, 851.0), (209.8, 860.7), (1901.5, 854.6), (1374.5, 915.6), (537.5, 926.4), (1211.2, 992.8), (886.8, 972.3), (105.3, 959.2), (1870.6, 980.9), (388.3, 975.4), (556.4, 981.8), (1386.0, 998.1), (215.8, 983.3), (733.8, 990.0), (1700.6, 1021.6), (1065.6, 1024.1), (1583.3, 993.7), (261.4, 988.6), (1414.7, 988.4), (1511.5, 1013.3), (581.0, 1012.0), (600.5, 1023.0), (1501.8, 1052.0), (1054.0, 1092.5), (909.5, 1106.5), (1491.9, 1108.0)]"
13_thumbnail22.bmp,"[(912.5, 435.8), (240.0, 444.5), (1872.0, 469.2), (245.6, 504.6), (384.0, 479.1), (884.0, 494.3), (1702.6, 501.0), (596.5, 502.4), (1558.3, 515.7), (1220.2, 495.3), (713.1, 499.1), (1274.2, 484.0), (1064.6, 501.6), (742.2, 492.0), (1394.0, 513.4), (1836.6, 503.8), (1016.6, 528.6), (431.3, 537.0), (1169.9, 523.8), (1438.2, 521.5), (316.8, 531.8), (303.0, 604.0), (409.0, 649.7), (929.3, 656.4), (1554.9, 654.4), (1059.6, 661.4), (1218.3, 658.9), (1715.3, 659.4), (713.1, 663.0), (1365.2, 658.3), (241.6, 664.1), (1874.9, 663.6), (581.0, 684.6), (436.1, 694.9), (1579.0, 700.5), (1412.7, 704.4), (426.4, 710.9), (514.1, 709.7), (1190.0, 734.0), (777.8, 755.5), (365.1, 749.5), (900.8, 818.5), (552.8, 814.8), (1732.8, 811.7), (1384.7, 823.6), (1612.0, 793.0), (230.8, 828.8), (1212.4, 842.2), (1577.0, 830.6), (394.8, 824.4), (745.1, 834.4), (1883.6, 827.0), (1842.2, 816.4), (1047.8, 840.4), (1856.0, 832.5), (1697.0, 875.1), (1483.0, 856.5), (1539.5, 980.7), (1735.9, 1002.9), (864.6, 989.7), (238.1, 1000.5), (105.7, 963.6), (584.5, 964.9), (1055.2, 1004.6), (1858.0, 1003.0), (370.5, 996.3), (514.2, 1000.1), (1328.0, 1004.6), (733.6, 994.9), (1205.8, 1005.3), (1502.9, 1056.0), (1052.8, 1095.5), (910.3, 1111.4), (1492.5, 1113.0)]"
13_thumbnail23.bmp,"[(1892.0, 129.0), (1930.0, 130.0), (1962.7, 140.4), (1979.3, 143.8), (898.0, 469.6), (1209.2, 474.9), (1074.8, 490.6), (875.0, 442.0), (1563.9, 521.8), (560.3, 514.6), (793.0, 486.3), (1734.2, 523.6), (1275.1, 493.2), (697.0, 514.8), (383.2, 558.3), (217.5, 537.1), (1887.2, 510.6), (1345.4, 526.9), (1928.9, 535.2), (447.9, 538.3), (1250.8, 544.8), (315.0, 550.2), (900.5, 551.3), (917.0, 574.0), (680.4, 617.9), (302.0, 618.0), (1064.9, 697.5), (256.1, 659.8), (332.7, 650.6), (947.6, 657.3), (712.8, 685.7), (1194.9, 670.8), (386.2, 688.7), (1568.1, 671.2), (1762.0, 687.5), (1878.8, 701.3), (550.5, 718.9), (1428.6, 718.3), (1166.0, 694.5), (514.9, 719.2), (1191.0, 743.5), (1821.5, 749.0), (778.8, 764.5), (1728.2, 795.3), (365.5, 758.0), (1015.8, 804.9), (704.2, 788.3), (261.2, 793.1), (1649.3, 784.2), (1161.8, 840.9), (1306.7, 801.5), (1343.9, 856.2), (1609.4, 802.1), (1542.1, 845.7), (559.6, 836.7), (215.0, 833.2), (742.6, 864.8), (419.9, 852.8), (887.0, 862.1), (1077.2, 855.1), (1872.9, 899.2), (1485.0, 860.0), (400.2, 886.4), (1513.0, 988.0), (935.3, 972.5), (1362.3, 964.1), (1693.7, 969.5), (381.3, 996.4), (790.1, 984.8), (106.9, 972.8), (247.0, 998.1), (168.2, 985.3), (1095.0, 999.5), (1905.3, 1004.1), (1029.7, 997.6), (577.7, 1042.6), (1819.4, 1002.6), (1261.5, 1027.6), (682.0, 1022.8), (1723.5, 1040.8), (1238.8, 1064.9), (1014.9, 1044.1), (1502.8, 1065.8), (1054.3, 1105.4), (910.1, 1120.1), (1492.1, 1122.6)]"
13_thumbnail24.bmp,"[(1757.0, 101.0), (1871.0, 125.0), (1047.2, 465.4), (719.5, 497.2), (1731.7, 483.9), (603.6, 470.6), (1594.3, 482.5), (1235.2, 495.7), (971.5, 484.0), (861.9, 503.6), (898.5, 501.9), (252.8, 510.7), (953.6, 487.0), (541.0, 529.8), (1547.2, 503.8), (444.4, 526.9), (1867.3, 496.1), (1152.9, 514.7), (1176.4, 506.6), (1401.9, 590.7), (1519.9, 512.5), (1875.1, 520.3), (410.5, 525.0), (1836.9, 548.1), (1001.6, 536.7), (316.9, 541.6), (988.5, 542.5), (874.9, 605.2), (1542.2, 644.1), (1737.5, 639.4), (226.7, 641.6), (1079.9, 662.3), (1798.9, 640.4), (595.0, 664.6), (1816.1, 643.2), (1867.1, 696.1), (394.8, 739.6), (708.4, 682.0), (1212.0, 694.2), (514.4, 717.9), (1191.0, 741.5), (1850.2, 767.9), (1209.4, 786.6), (778.5, 763.2), (1379.0, 799.8), (1748.7, 853.3), (1902.8, 808.9), (1078.8, 827.4), (285.6, 796.8), (1555.5, 836.9), (765.3, 818.0), (1611.7, 798.2), (562.6, 836.1), (923.1, 817.5), (907.9, 839.0), (270.5, 817.0), (244.2, 841.2), (718.7, 828.5), (692.6, 881.1), (1480.5, 864.0), (849.5, 949.4), (694.8, 938.0), (1043.3, 968.5), (1248.9, 935.4), (1524.3, 961.9), (1880.0, 1020.2), (248.1, 999.0), (588.4, 982.7), (1217.3, 993.3), (106.1, 973.6), (1608.9, 992.4), (374.6, 1012.3), (1323.7, 1010.6), (1696.2, 1012.2), (728.9, 1046.0), (1414.0, 995.5), (1014.2, 1044.8), (1502.4, 1064.9), (1053.1, 1104.4), (909.6, 1119.5), (1492.0, 1121.0)]"
